Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : CHIRIACO
Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-10-01,31.5,S/D,83.6,4.8
2022-10-02,32.5,S/D,78.7,0.0
2022-10-03,32.5,S/D,80.8,0.0
2022-10-04,35,S/D,76.6,0.0
2022-10-05,35.8,S/D,69.5,3.0
2022-10-06,35,S/D,77.1,19.4
2022-10-07,27.8,S/D,88.9,4.1
2022-10-08,28.5,S/D,87.3,0.0
2022-10-09,33.7,S/D,80.8,0.0
2022-10-10,33.5,S/D,79.6,0.0
2022-10-11,35.5,S/D,75.6,0.0
2022-10-12,36,S/D,75.5,0.0
2022-10-13,35.2,S/D,77.2,0.0
2022-10-14,31.4,S/D,85.5,41.5
2022-10-15,26.8,S/D,95.3,25.0
2022-10-16,32.5,S/D,82.8,9.0
2022-10-17,32.5,S/D,77.6,1.5
2022-10-18,30.2,S/D,88.6,4.8
2022-10-19,30,S/D,88.3,3.5
2022-10-20,29.6,S/D,89.4,0.0
2022-10-21,33.2,S/D,79.7,2.6
2022-10-22,27.8,S/D,87.2,5.3
2022-10-23,33.5,S/D,82.8,16.5
2022-10-24,28.5,S/D,89.0,4.9
2022-10-25,33.2,S/D,83.0,0.0
2022-10-26,35.5,S/D,73.5,10.0
2022-10-27,33,S/D,80.0,0.0
2022-10-28,33.6,S/D,82.9,0.0
2022-10-29,34,S/D,81.0,0.0
2022-10-30,35.2,S/D,75.6,0.0
2022-10-31,35.5,S/D,73.4,0.0
