Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : GENARO HERRERA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
Latitud :,4°54'36.1'',Longitud :,73°40'10'',Altitud :,103 msnm.
Tipo :,CP - Meteorológica,Código :,104071
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-05-01,31.4,S/D,85.4,9.0
2020-05-02,30.2,S/D,80.6,19.6
2020-05-03,30,S/D,83.8,4.8
2020-05-04,32.4,S/D,83.4,0.0
2020-05-05,31.8,S/D,82.6,0.0
2020-05-06,32,S/D,84.4,2.2
2020-05-07,30,S/D,81.8,21.8
2020-05-08,29.8,S/D,84.0,4.4
2020-05-09,30.8,S/D,83.6,0.0
2020-05-10,33.4,S/D,84.6,0.0
2020-05-11,33.8,S/D,82.2,0.0
2020-05-12,31.4,S/D,83.4,0.0
2020-05-13,32.6,S/D,84.3,0.0
2020-05-14,32.2,S/D,84.8,0.0
2020-05-15,30.2,S/D,82.9,21.2
2020-05-16,30.8,S/D,86.3,6.4
2020-05-17,30.2,S/D,83.2,S/D
2020-05-18,S/D,S/D,S/D,S/D
2020-05-20,31.6,S/D,84.7,8.4
2020-05-21,32,S/D,85.3,0.0
2020-05-22,31.2,S/D,83.0,S/D
2020-05-23,S/D,S/D,S/D,S/D
2020-05-24,S/D,S/D,S/D,S/D
2020-05-25,S/D,S/D,S/D,S/D
2020-05-28,32.4,S/D,85.6,0.0
2020-05-29,31.2,S/D,85.3,4.4
2020-05-30,30,S/D,84.5,0.0
2020-05-31,32,S/D,83.4,0.0
