Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : CHACHAPOYAS
Departamento :,AMAZONAS,Provincia :,CHACHAPOYAS,Distrito :,CHACHAPOYAS
Latitud :,6°12'29.88'',Longitud :,77°52'1.62'',Altitud :,2442 msnm.
Tipo :,CO - Meteorológica,Código :,106011
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-12-01,S/D,S/D,S/D,S/D
2024-12-02,S/D,S/D,S/D,S/D
2024-12-03,S/D,S/D,S/D,S/D
2024-12-04,S/D,S/D,S/D,S/D
2024-12-05,S/D,S/D,S/D,S/D
2024-12-06,S/D,S/D,S/D,S/D
2024-12-07,S/D,S/D,S/D,S/D
2024-12-08,S/D,S/D,S/D,S/D
2024-12-09,S/D,S/D,S/D,S/D
2024-12-10,S/D,S/D,S/D,S/D
