Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BAGUA CHICA
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,BAGUA GRANDE
Latitud :,5°39'41.34'',Longitud :,78°32'2.25'',Altitud :,397 msnm.
Tipo :,CP - Meteorológica,Código :,105068
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-07-01,S/D,S/D,S/D,S/D
2020-07-02,S/D,S/D,S/D,S/D
2020-07-03,S/D,S/D,S/D,S/D
2020-07-04,S/D,S/D,S/D,S/D
2020-07-05,S/D,S/D,S/D,S/D
2020-07-06,S/D,S/D,S/D,S/D
2020-07-07,S/D,S/D,S/D,S/D
2020-07-08,S/D,S/D,S/D,S/D
2020-07-09,S/D,S/D,S/D,S/D
2020-07-10,S/D,S/D,S/D,S/D
2020-07-11,S/D,S/D,S/D,S/D
2020-07-12,S/D,S/D,S/D,S/D
2020-07-13,S/D,S/D,S/D,S/D
2020-07-14,S/D,S/D,S/D,S/D
2020-07-15,S/D,S/D,S/D,S/D
2020-07-16,S/D,S/D,S/D,S/D
2020-07-17,S/D,S/D,S/D,S/D
2020-07-18,S/D,S/D,S/D,S/D
2020-07-19,S/D,S/D,S/D,S/D
2020-07-20,S/D,S/D,S/D,S/D
2020-07-21,S/D,S/D,S/D,S/D
2020-07-22,S/D,S/D,S/D,S/D
2020-07-23,S/D,S/D,S/D,S/D
2020-07-24,S/D,S/D,S/D,S/D
2020-07-25,S/D,S/D,S/D,S/D
2020-07-26,S/D,S/D,S/D,S/D
2020-07-27,S/D,S/D,S/D,S/D
2020-07-28,S/D,S/D,S/D,S/D
2020-07-29,S/D,S/D,S/D,S/D
2020-07-30,S/D,S/D,S/D,S/D
2020-07-31,S/D,S/D,S/D,S/D
