Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'48.1'',Longitud :,73°35'1.5'',Altitud :,101 msnm.
Tipo :,CO - Meteorológica,Código :,104056
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-02-01,33.2,23.5,73.3,0.0
2023-02-02,34,23,76.7,0.0
2023-02-03,31,22.5,87.3,0.0
2023-02-04,31.2,23.5,83.5,0.0
2023-02-05,27.6,23.5,92.6,1.2
2023-02-06,30.2,22.5,81.7,8.9
2023-02-07,30,23,82.4,4.6
2023-02-08,30.8,23,79.1,25.6
2023-02-09,29.6,20.5,78.3,64.8
2023-02-10,27.4,22.5,88.0,0.0
2023-02-11,30,23.5,81.4,0.0
2023-02-12,30.8,23,81.9,12.1
2023-02-13,28.4,23.5,85.8,0.0
2023-02-14,32.8,23.5,82.7,46.4
2023-02-15,29.8,23,89.4,0.0
2023-02-16,27.8,23.5,88.1,0.0
2023-02-17,30.2,22.5,81.9,0.0
2023-02-18,31,24,77.9,12.0
2023-02-19,30.4,24.5,81.3,7.6
2023-02-20,29.4,23,80.5,22.8
2023-02-21,30.4,23,77.8,0.0
2023-02-22,31.8,23.5,80.0,29.2
2023-02-23,31.2,23,82.4,0.0
2023-02-24,31.2,23,81.4,0.0
2023-02-25,33.8,24,80.6,8.7
2023-02-26,30.4,23.5,80.8,0.0
2023-02-27,30.6,24,78.7,0.0
2023-02-28,30.4,23,81.7,0.0
2023-03-01,31.4,24,79.5,7.2
